start_id,end_id,level,type
1933383315551044051,1933162638764130602,1,reply_to
1933333016367014204,1933162638764130602,1,reply_to
1933204339381658055,1933162638764130602,1,reply_to
1933330852458451019,1933162638764130602,1,reply_to
1933163610525905225,1933162638764130602,1,reply_to
1933248792570089787,1933162638764130602,1,reply_to
1933165672571494843,1933162638764130602,1,reply_to
1933192108023988681,1933162638764130602,1,reply_to
1933221563152629903,1933162638764130602,1,reply_to
1933419617122418929,1933162638764130602,1,reply_to
1933166759848403009,1933162638764130602,1,reply_to
1933318157110030739,1933162638764130602,1,reply_to
1933326132209668156,1933162638764130602,1,reply_to
1933513852643401975,1933162638764130602,1,reply_to
1933086055600697443,1933162638764130602,1,reply_to
1933335740110295374,1933162638764130602,1,reply_to
1932944641738830010,1933162638764130602,1,reply_to
1933119589942219066,ROOT,0,original
1933335279311392963,1933119589942219066,1,reply_to
1933253128306020849,1933119589942219066,1,reply_to
1933239568154984586,1933119589942219066,1,reply_to
1933368592332173797,1933119589942219066,1,reply_to
1933294602599215395,1933119589942219066,1,reply_to
1933263931176345614,1933119589942219066,1,reply_to
1933511999079748036,1933119589942219066,1,reply_to
1933356304590123392,1933119589942219066,1,reply_to
1933223513806287147,1933119589942219066,1,reply_to
1933335226920452526,1933119589942219066,1,reply_to
1933296382229819745,1933119589942219066,1,reply_to
1933242389038301299,1933119589942219066,1,reply_to
1933465344955339252,1933119589942219066,1,reply_to
1933272949290680380,1933119589942219066,1,reply_to
1933297070468968701,1933119589942219066,1,reply_to
1933351484500160751,1933119589942219066,1,reply_to
1933245890145177895,1933119589942219066,1,reply_to
1933524014493822988,1933119589942219066,1,reply_to
1933220504481247393,1933119589942219066,1,reply_to
1933176540503715990,1933119589942219066,1,reply_to
1933129615863873821,1933119589942219066,1,reply_to
1933387653640061307,1933119589942219066,1,reply_to
1933403455655456892,1933119589942219066,1,reply_to
1933183133417148740,1933119589942219066,1,reply_to
1933465197005406529,1933119589942219066,1,reply_to
1933379997001265249,1933119589942219066,1,reply_to
1933122605826892106,1933119589942219066,1,reply_to
1933187166043074934,1933119589942219066,1,reply_to
1933264000806236571,1933119589942219066,1,reply_to
1933251837596950818,1933119589942219066,1,reply_to
1933452759254380600,1933119589942219066,1,reply_to
1933134334157885648,1933119589942219066,1,reply_to
1933188474221305933,1933119589942219066,1,reply_to
1933443787298115879,1933119589942219066,1,reply_to
1933447246898774378,1933119589942219066,1,reply_to
1933294397933695378,1933119589942219066,1,reply_to
1933306766575431741,1933119589942219066,1,reply_to
1933335722561581526,1933119589942219066,1,reply_to
1933233112101622046,1933119589942219066,1,reply_to
1933287135966343603,1933119589942219066,1,reply_to
1933246640564867372,1933119589942219066,1,reply_to
1933271625023304017,1933119589942219066,1,reply_to
1933244784371515696,1933119589942219066,1,reply_to
1933358885064057273,1933119589942219066,1,reply_to
1933199409736536301,1933119589942219066,1,reply_to
1933424325572636722,1933119589942219066,1,reply_to
1933124281526861907,1933119589942219066,1,reply_to
1933350402436526320,1933119589942219066,1,reply_to
1933281939064303746,1933119589942219066,1,reply_to
1933259931781902517,1933119589942219066,1,reply_to
1933475879310549341,1933119589942219066,1,reply_to
1933433077788741658,1933119589942219066,1,reply_to
1933275469102920006,1933119589942219066,1,reply_to
1933460933281529935,1933119589942219066,1,reply_to
1933480166853910823,1933119589942219066,1,reply_to
1933487615468040364,1933119589942219066,1,reply_to
1933293246790447574,1933119589942219066,1,reply_to
1933137057557405920,1933119589942219066,1,reply_to
1933400525749498115,1933119589942219066,1,reply_to
1933385356042514644,1933119589942219066,1,reply_to
1933358922431451550,1933119589942219066,1,reply_to
1933277519110713396,1933119589942219066,1,reply_to
1933273877112627367,1933119589942219066,1,reply_to
1933343730796200423,1933119589942219066,1,reply_to
1933291464529711602,1933119589942219066,1,reply_to
1933465929691672628,1933119589942219066,1,reply_to
1933162853084872792,1933119589942219066,1,reply_to
1933127389195940274,1933119589942219066,1,reply_to
1933223540133912934,1933119589942219066,1,reply_to
1933463875459903541,1933119589942219066,1,reply_to
1933263063278330024,1933119589942219066,1,reply_to
1933402675208663265,1933119589942219066,1,reply_to
1933349678718075148,1933119589942219066,1,reply_to
1933320848053621015,1933119589942219066,1,reply_to
1933196118462243051,1933119589942219066,1,reply_to
1933480249041564154,1933119589942219066,1,reply_to
1933331270815396017,1933119589942219066,1,reply_to
1933419637280047476,1933119589942219066,1,reply_to
1933421906671387123,1933119589942219066,1,reply_to
1933251605853581726,1933119589942219066,1,reply_to
1933502971775422497,1933119589942219066,1,reply_to
1933465211085991961,1933119589942219066,1,reply_to
1933504924119175664,1933119589942219066,1,reply_to
1933183304808734793,1933119589942219066,1,reply_to
1933158170026782839,1933119589942219066,1,reply_to
1933452136949690732,1933119589942219066,1,reply_to
1933496689253286094,1933119589942219066,1,reply_to
1933324894739075404,1933119589942219066,1,reply_to
1933353892034773134,1933119589942219066,1,reply_to
1933228039808106603,1933119589942219066,1,reply_to
1933246780994695232,1933119589942219066,1,reply_to
1933357399294824625,1933119589942219066,1,reply_to
1933240486006804990,1933119589942219066,1,reply_to
